FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY24,Application Services,Application Services,a/o 5/31/24,Maintenance,Software & Maintenance,253200,253200,439381.41,-186181.40999999997,2024-05-31,11,May
FY24,Application Services,Application Services,a/o 6/30/24,Maintenance,Software & Maintenance,253200,253200,361866.5,-108666.5,2024-06-30,12,Jun
FY24,Application Services,Application Services,a/o 7/31/23,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2023-07-31,1,Jul
FY24,Application Services,Application Services,a/o 8/31/23,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2023-08-31,2,Aug
FY24,Application Services,Application Services,a/o 9/30/23,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2023-09-30,3,Sep
FY24,Application Services,Application Services,a/o 10/31/23,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2023-10-31,4,Oct
FY24,Application Services,Application Services,a/o 11/30/23,Internal/Recovery,Recoveries & Revenue,0,0,-4000,4000,2023-11-30,5,Nov
FY24,Application Services,Application Services,a/o 12/31/23,Internal/Recovery,Recoveries & Revenue,0,0,-3395.85,3395.85,2023-12-31,6,Dec
FY24,Application Services,Application Services,a/o 1/31/24,Internal/Recovery,Recoveries & Revenue,0,0,-2655.85,2655.85,2024-01-31,7,Jan
FY24,Application Services,Application Services,a/o 2/29/24,Internal/Recovery,Recoveries & Revenue,0,0,-2705.85,2705.85,2024-02-29,8,Feb
FY24,Application Services,Application Services,a/o 3/31/24,Internal/Recovery,Recoveries & Revenue,0,0,-2705.85,2705.85,2024-03-31,9,Mar
FY24,Application Services,Application Services,a/o 4/30/24,Internal/Recovery,Recoveries & Revenue,0,0,-2705.85,2705.85,2024-04-30,10,Apr
FY24,Application Services,Application Services,a/o 5/31/24,Internal/Recovery,Recoveries & Revenue,0,0,-2705.85,2705.85,2024-05-31,11,May
FY24,Application Services,Application Services,a/o 6/30/24,Internal/Recovery,Recoveries & Revenue,0,0,-2705.85,2705.85,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 7/31/23,IT Salaries,Salaries,800200,800200,64219.42,32206.959999999963,2023-07-31,1,Jul
FY24,Central Services,Central Services,a/o 8/31/23,IT Salaries,Salaries,799040,799040,128406.04,30839.76000000001,2023-08-31,2,Aug
FY24,Central Services,Central Services,a/o 9/30/23,IT Salaries,Salaries,799040,799040,224675.17,30539.76000000001,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,IT Salaries,Salaries,799040,799040,256764.88,30439.76000000001,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,IT Salaries,Salaries,799040,799040,320944.3,30239.76000000001,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,IT Salaries,Salaries,799040,799040,385123.72,22323.880000000005,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,IT Salaries,Salaries,809766,809766,450925.12,32513.880000000005,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,IT Salaries,Salaries,809766,809766,516390.52,32313.880000000005,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,IT Salaries,Salaries,809766,809766,614588.62,32013.880000000005,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,IT Salaries,Salaries,809766,809766,647321.32,31913.880000000005,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,IT Salaries,Salaries,809766,809766,745519.42,31613.880000000005,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,IT Salaries,Salaries,809766,809766,778252.12,31513.880000000005,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 1/31/24,On Call,Bonus/OT/VSDP,0,0,96,-96,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,On Call,Bonus/OT/VSDP,0,0,96,-96,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,On Call,Bonus/OT/VSDP,0,0,96,-96,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,On Call,Bonus/OT/VSDP,0,0,96,-96,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,On Call,Bonus/OT/VSDP,0,0,96,-96,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,On Call,Bonus/OT/VSDP,0,0,96,-96,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 11/30/23,Bonus,Bonus/OT/VSDP,0,0,2500,-2500,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,Bonus,Bonus/OT/VSDP,0,0,3000,-3000,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 7/31/23,Fringe,Fringes,294743,294743,25655.74,-13125.961620000016,2023-07-31,1,Jul
FY24,Central Services,Central Services,a/o 8/31/23,Fringe,Fringes,294743,294743,51183.52,-10438.8174,2023-08-31,2,Aug
FY24,Central Services,Central Services,a/o 9/30/23,Fringe,Fringes,291228,291228,89283.29,-13953.842789999966,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,Fringe,Fringes,291228,291228,101983.2,-13953.83792000002,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,Fringe,Fringes,291228,291228,128375.51,-14946.318180000002,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,Fringe,Fringes,291228,291228,153973.87,-18208.052800000005,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,Fringe,Fringes,291228,291228,179884.24,-18208.05900000001,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,Fringe,Fringes,291228,291228,205794.61,-18208.065200000012,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,Fringe,Fringes,291228,291228,244404.22999999998,-17952.13949999999,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,Fringe,Fringes,291228,291228,257359.40999999997,-17952.13759999996,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,Fringe,Fringes,291228,291228,296224.94,-17952.121900000027,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,Fringe,Fringes,291228,291228,309180.12,-17952.119999999995,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 7/31/23,Contractual/Other,Bonus/OT/VSDP,0,0,-1000,1000,2023-07-31,1,Jul
FY24,Central Services,Central Services,a/o 8/31/23,Contractual/Other,Bonus/OT/VSDP,0,0,-1000,1000,2023-08-31,2,Aug
FY24,Central Services,Central Services,a/o 9/30/23,Contractual/Other,Bonus/OT/VSDP,0,0,-1000,1000,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,Contractual/Other,Bonus/OT/VSDP,0,0,-1000,1000,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,Contractual/Other,Bonus/OT/VSDP,0,0,-1000,1000,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,Contractual/Other,Bonus/OT/VSDP,0,0,-1000,1000,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,Contractual/Other,Bonus/OT/VSDP,0,0,850,-850,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,Contractual/Other,Bonus/OT/VSDP,0,0,850,-850,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,Contractual/Other,Bonus/OT/VSDP,0,0,850,-850,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,Contractual/Other,Bonus/OT/VSDP,0,0,1568.75,-1568.75,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,Contractual/Other,Bonus/OT/VSDP,0,0,13197.77,-13197.77,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,Contractual/Other,Bonus/OT/VSDP,0,0,13197.77,-13197.77,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 9/30/23,Supplies/Printing,Supplies & Printing,5000,5000,0.99,4999.01,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,Supplies/Printing,Supplies & Printing,5000,5000,539.0600000000001,4460.94,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,Supplies/Printing,Supplies & Printing,5000,5000,548.0400000000001,4451.96,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,Supplies/Printing,Supplies & Printing,5000,5000,548.0400000000001,4451.96,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,Supplies/Printing,Supplies & Printing,5000,5000,548.0400000000001,4451.96,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,Supplies/Printing,Supplies & Printing,5000,5000,608.1600000000001,4391.84,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,Supplies/Printing,Supplies & Printing,5000,5000,608.1600000000001,4391.84,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,Supplies/Printing,Supplies & Printing,5000,5000,608.1600000000001,4391.84,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,Supplies/Printing,Supplies & Printing,5000,5000,608.1600000000001,4391.84,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,Supplies/Printing,Supplies & Printing,5000,5000,640.14,4359.86,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 7/31/23,Telecomm,Telecomm & Network,2000,2000,120.21,1879.79,2023-07-31,1,Jul
FY24,Central Services,Central Services,a/o 8/31/23,Telecomm,Telecomm & Network,2000,2000,240.68,1759.32,2023-08-31,2,Aug
FY24,Central Services,Central Services,a/o 9/30/23,Telecomm,Telecomm & Network,2000,2000,360.68,1639.32,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,Telecomm,Telecomm & Network,2000,2000,480.68,1519.32,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,Telecomm,Telecomm & Network,2000,2000,600.88,1399.12,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,Telecomm,Telecomm & Network,2000,2000,720.88,1279.12,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,Telecomm,Telecomm & Network,2000,2000,840.88,1159.12,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,Telecomm,Telecomm & Network,2000,2000,961.43,1038.5700000000002,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,Telecomm,Telecomm & Network,2000,2000,1081.43,918.5699999999999,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,Telecomm,Telecomm & Network,2000,2000,1201.43,798.5699999999999,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,Telecomm,Telecomm & Network,2000,2000,1321.48,678.52,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,Telecomm,Telecomm & Network,2000,2000,1441.48,558.52,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 7/31/23,Travel/Training,Training & Travel,8000,8000,370,7630,2023-07-31,1,Jul
FY24,Central Services,Central Services,a/o 8/31/23,Travel/Training,Training & Travel,8000,8000,370,7630,2023-08-31,2,Aug
FY24,Central Services,Central Services,a/o 9/30/23,Travel/Training,Training & Travel,8000,8000,539,7461,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,Travel/Training,Training & Travel,8000,8000,539,7461,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,Travel/Training,Training & Travel,8000,8000,539,7461,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,Travel/Training,Training & Travel,8000,8000,599,3949,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,Travel/Training,Training & Travel,8000,8000,1597,2951,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,Travel/Training,Training & Travel,8000,8000,1597,2951,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,Travel/Training,Training & Travel,8000,8000,1597,2951,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,Travel/Training,Training & Travel,8000,8000,4220.410000000001,327.58999999999924,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,Travel/Training,Training & Travel,8000,8000,4220.410000000001,327.58999999999924,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,Travel/Training,Training & Travel,8000,8000,4420.410000000001,3579.5899999999992,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 7/31/23,Software /Maintenance,Software & Maintenance,245831,245831,2291.45,243539.55,2023-07-31,1,Jul
FY24,Central Services,Central Services,a/o 8/31/23,Software /Maintenance,Software & Maintenance,80936,80936,4072.19,76863.81,2023-08-31,2,Aug
FY24,Central Services,Central Services,a/o 9/30/23,Software /Maintenance,Software & Maintenance,80936,80936,3750.59,77185.41,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,Software /Maintenance,Software & Maintenance,80936,80936,-7520.34,-25927.660000000003,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,Software /Maintenance,Software & Maintenance,80936,80936,5616.08,-39064.08,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,Software /Maintenance,Software & Maintenance,80936,80936,379766.78,-90396.78000000003,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,Software /Maintenance,Software & Maintenance,289370,289370,396987.29,-107617.28999999998,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,Software /Maintenance,Software & Maintenance,289370,289370,401979.69,-112609.69,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,Software /Maintenance,Software & Maintenance,454154,454154,403335.05,50818.95000000001,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,Software /Maintenance,Software & Maintenance,454154,454154,462761.95,-83127.94999999995,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,Software /Maintenance,Software & Maintenance,454154,454154,740214.58,-286060.57999999996,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,Software /Maintenance,Software & Maintenance,454154,454154,408963.29000000004,45190.70999999996,2024-06-30,12,Jun
FY24,Central Services,Central Services,a/o 7/31/23,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2023-07-31,1,Jul
FY24,Central Services,Central Services,a/o 8/31/23,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2023-08-31,2,Aug
FY24,Central Services,Central Services,a/o 9/30/23,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2023-09-30,3,Sep
FY24,Central Services,Central Services,a/o 10/31/23,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2023-10-31,4,Oct
FY24,Central Services,Central Services,a/o 11/30/23,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2023-11-30,5,Nov
FY24,Central Services,Central Services,a/o 12/31/23,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2023-12-31,6,Dec
FY24,Central Services,Central Services,a/o 1/31/24,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2024-01-31,7,Jan
FY24,Central Services,Central Services,a/o 2/29/24,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2024-02-29,8,Feb
FY24,Central Services,Central Services,a/o 3/31/24,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2024-03-31,9,Mar
FY24,Central Services,Central Services,a/o 4/30/24,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2024-04-30,10,Apr
FY24,Central Services,Central Services,a/o 5/31/24,RamTech/Equipment,Equipment & Hardware,4000,4000,92.43,3907.57,2024-05-31,11,May
FY24,Central Services,Central Services,a/o 6/30/24,RamTech/Equipment,Equipment & Hardware,4000,4000,14556.82,-10556.82,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 7/31/23,IT/Univ. Salaries,Salaries,611851,611851,48709.68,31954.839999999967,2023-07-31,1,Jul
FY24,Media Support Services,Academic Technology,a/o 8/31/23,IT/Univ. Salaries,Salaries,430612.6,430612.6,97419.36,-149703.56000000006,2023-08-31,2,Aug
FY24,Media Support Services,Academic Technology,a/o 9/30/23,IT/Univ. Salaries,Salaries,430612.6,430612.6,174806.71,-228144.5,2023-09-30,3,Sep
FY24,Media Support Services,Academic Technology,a/o 10/31/23,IT/Univ. Salaries,Salaries,611851,611851,203484.38,-47116.10000000009,2023-10-31,4,Oct
FY24,Media Support Services,Academic Technology,a/o 11/30/23,IT/Univ. Salaries,Salaries,611851,611851,261019.72,-47716.09999999998,2023-11-30,5,Nov
FY24,Media Support Services,Academic Technology,a/o 12/31/23,IT/Univ. Salaries,Salaries,611851,611851,318495.06,-53719.580000000075,2023-12-31,6,Dec
FY24,Media Support Services,Academic Technology,a/o 1/31/24,IT/Univ. Salaries,Salaries,619946,619946,376880.98,-46164.57999999996,2024-01-31,7,Jan
FY24,Media Support Services,Academic Technology,a/o 2/29/24,IT/Univ. Salaries,Salaries,619946,619946,391498.6,-43627.78000000003,2024-02-29,8,Feb
FY24,Media Support Services,Academic Technology,a/o 3/31/24,IT/Univ. Salaries,Salaries,619946,619946,467428.34,45386.359999999986,2024-03-31,9,Mar
FY24,Media Support Services,Academic Technology,a/o 4/30/24,IT/Univ. Salaries,Salaries,619946,619946,489034.6,31092.719999999972,2024-04-30,10,Apr
FY24,Media Support Services,Academic Technology,a/o 5/31/24,IT/Univ. Salaries,Salaries,619946,619946,554240.53,41404.20999999996,2024-05-31,11,May
FY24,Media Support Services,Academic Technology,a/o 6/30/24,IT/Univ. Salaries,Salaries,619946,619946,575738.45,44207.55000000005,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 5/31/24,VSDP,Bonus/OT/VSDP,0,0,6931.03,-6931.03,2024-05-31,11,May
FY24,Media Support Services,Academic Technology,a/o 6/30/24,VSDP,Bonus/OT/VSDP,0,0,9914.37,-9914.37,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 7/31/23,Fringes,Fringes,219954,219954,19364.18,-12415.958480000001,2023-07-31,1,Jul
FY24,Media Support Services,Academic Technology,a/o 8/31/23,Fringes,Fringes,219954,219954,38631.79,-10387.819600000017,2023-08-31,2,Aug
FY24,Media Support Services,Academic Technology,a/o 9/30/23,Fringes,Fringes,217392,217392,69104.45,-43840.75482999999,2023-09-30,3,Sep
FY24,Media Support Services,Academic Technology,a/o 10/31/23,Fringes,Fringes,217392,217392,80406.1,-43840.739840000024,2023-10-31,4,Oct
FY24,Media Support Services,Academic Technology,a/o 11/30/23,Fringes,Fringes,217392,217392,103009.41999999998,-43840.72985999999,2023-11-30,5,Nov
FY24,Media Support Services,Academic Technology,a/o 12/31/23,Fringes,Fringes,217392,217392,125612.75,-46009.73144,2023-12-31,6,Dec
FY24,Media Support Services,Academic Technology,a/o 1/31/24,Fringes,Fringes,217392,217392,148577.55,-46009.70120000001,2024-01-31,7,Jan
FY24,Media Support Services,Academic Technology,a/o 2/29/24,Fringes,Fringes,217392,217392,154380.78,-45002.62646,2024-02-29,8,Feb
FY24,Media Support Services,Academic Technology,a/o 3/31/24,Fringes,Fringes,217392,217392,184068.5,-9207.626099999994,2024-03-31,9,Mar
FY24,Media Support Services,Academic Technology,a/o 4/30/24,Fringes,Fringes,217392,217392,192574.71999999997,-14810.735959999962,2024-04-30,10,Apr
FY24,Media Support Services,Academic Technology,a/o 5/31/24,Fringes,Fringes,217392,217392,220998.72999999998,-13254.330219999974,2024-05-31,11,May
FY24,Media Support Services,Academic Technology,a/o 6/30/24,Fringes,Fringes,217392,217392,230646.32,-13254.320000000007,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 10/31/23,Supplies/Shipping,Supplies & Printing,2800,2800,1182.26,1617.74,2023-10-31,4,Oct
FY24,Media Support Services,Academic Technology,a/o 11/30/23,Supplies/Shipping,Supplies & Printing,2800,2800,1182.26,1617.74,2023-11-30,5,Nov
FY24,Media Support Services,Academic Technology,a/o 12/31/23,Supplies/Shipping,Supplies & Printing,2800,2800,1182.26,1617.74,2023-12-31,6,Dec
FY24,Media Support Services,Academic Technology,a/o 1/31/24,Supplies/Shipping,Supplies & Printing,2800,2800,1182.26,1617.74,2024-01-31,7,Jan
FY24,Media Support Services,Academic Technology,a/o 2/29/24,Supplies/Shipping,Supplies & Printing,2800,2800,1331.98,1468.02,2024-02-29,8,Feb
FY24,Media Support Services,Academic Technology,a/o 3/31/24,Supplies/Shipping,Supplies & Printing,2800,2800,1331.98,1468.02,2024-03-31,9,Mar
FY24,Media Support Services,Academic Technology,a/o 4/30/24,Supplies/Shipping,Supplies & Printing,2800,2800,1331.98,1468.02,2024-04-30,10,Apr
FY24,Media Support Services,Academic Technology,a/o 5/31/24,Supplies/Shipping,Supplies & Printing,2800,2800,1599.28,1200.72,2024-05-31,11,May
FY24,Media Support Services,Academic Technology,a/o 6/30/24,Supplies/Shipping,Supplies & Printing,2800,2800,1599.28,1200.72,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 7/31/23,Fuel/Printing,Supplies & Printing,0,0,8.63,-8.63,2023-07-31,1,Jul
FY24,Media Support Services,Academic Technology,a/o 8/31/23,Fuel/Printing,Supplies & Printing,0,0,18.07,-18.07,2023-08-31,2,Aug
FY24,Media Support Services,Academic Technology,a/o 9/30/23,Fuel/Printing,Supplies & Printing,0,0,68.53,-68.53,2023-09-30,3,Sep
FY24,Media Support Services,Academic Technology,a/o 10/31/23,Fuel/Printing,Supplies & Printing,0,0,72.88,-72.88,2023-10-31,4,Oct
FY24,Media Support Services,Academic Technology,a/o 11/30/23,Fuel/Printing,Supplies & Printing,0,0,82.58,-82.58,2023-11-30,5,Nov
FY24,Media Support Services,Academic Technology,a/o 12/31/23,Fuel/Printing,Supplies & Printing,0,0,88.22999999999999,-88.22999999999999,2023-12-31,6,Dec
FY24,Media Support Services,Academic Technology,a/o 1/31/24,Fuel/Printing,Supplies & Printing,0,0,99.78,-99.78,2024-01-31,7,Jan
FY24,Media Support Services,Academic Technology,a/o 2/29/24,Fuel/Printing,Supplies & Printing,0,0,104.63,-104.63,2024-02-29,8,Feb
FY24,Media Support Services,Academic Technology,a/o 3/31/24,Fuel/Printing,Supplies & Printing,0,0,113.14,-113.14,2024-03-31,9,Mar
FY24,Media Support Services,Academic Technology,a/o 4/30/24,Fuel/Printing,Supplies & Printing,0,0,123.74,-123.74,2024-04-30,10,Apr
FY24,Media Support Services,Academic Technology,a/o 5/31/24,Fuel/Printing,Supplies & Printing,0,0,132.14999999999998,-132.14999999999998,2024-05-31,11,May
FY24,Media Support Services,Academic Technology,a/o 6/30/24,Fuel/Printing,Supplies & Printing,0,0,181.32,-181.32,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 7/31/23,Telecomm/Wireless,Telecomm & Network,3360,3360,348.1,3011.9,2023-07-31,1,Jul
FY24,Media Support Services,Academic Technology,a/o 8/31/23,Telecomm/Wireless,Telecomm & Network,2520,2520,696.2,1823.8,2023-08-31,2,Aug
FY24,Media Support Services,Academic Technology,a/o 9/30/23,Telecomm/Wireless,Telecomm & Network,2520,2520,1044.51,1475.49,2023-09-30,3,Sep
FY24,Media Support Services,Academic Technology,a/o 10/31/23,Telecomm/Wireless,Telecomm & Network,2520,2520,1393.6200000000001,1126.3799999999999,2023-10-31,4,Oct
FY24,Media Support Services,Academic Technology,a/o 11/30/23,Telecomm/Wireless,Telecomm & Network,2520,2520,1741.72,778.28,2023-11-30,5,Nov
FY24,Media Support Services,Academic Technology,a/o 12/31/23,Telecomm/Wireless,Telecomm & Network,2520,2520,2091.02,428.98,2023-12-31,6,Dec
FY24,Media Support Services,Academic Technology,a/o 1/31/24,Telecomm/Wireless,Telecomm & Network,2520,2520,2439.12,80.88000000000011,2024-01-31,7,Jan
FY24,Media Support Services,Academic Technology,a/o 2/29/24,Telecomm/Wireless,Telecomm & Network,2520,2520,2787.47,-267.4699999999998,2024-02-29,8,Feb
FY24,Media Support Services,Academic Technology,a/o 3/31/24,Telecomm/Wireless,Telecomm & Network,2520,2520,3135.62,-615.6199999999999,2024-03-31,9,Mar
FY24,Media Support Services,Academic Technology,a/o 4/30/24,Telecomm/Wireless,Telecomm & Network,2520,2520,3483.7200000000003,-963.7200000000003,2024-04-30,10,Apr
FY24,Media Support Services,Academic Technology,a/o 5/31/24,Telecomm/Wireless,Telecomm & Network,2520,2520,3831.92,-1311.92,2024-05-31,11,May
FY24,Media Support Services,Academic Technology,a/o 6/30/24,Telecomm/Wireless,Telecomm & Network,2520,2520,4180.02,-1660.0200000000004,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 7/31/23,Services/Leases,Other,0,0,134.02,-134.02,2023-07-31,1,Jul
FY24,Media Support Services,Academic Technology,a/o 8/31/23,Services/Leases,Other,0,0,2134.9300000000003,-2134.9300000000003,2023-08-31,2,Aug
FY24,Media Support Services,Academic Technology,a/o 9/30/23,Services/Leases,Other,0,0,2268.9500000000003,-2268.9500000000003,2023-09-30,3,Sep
FY24,Media Support Services,Academic Technology,a/o 10/31/23,Services/Leases,Other,0,0,2402.9700000000003,-2402.9700000000003,2023-10-31,4,Oct
FY24,Media Support Services,Academic Technology,a/o 11/30/23,Services/Leases,Other,0,0,2536.9900000000002,-2536.9900000000002,2023-11-30,5,Nov
FY24,Media Support Services,Academic Technology,a/o 12/31/23,Services/Leases,Other,0,0,2671.01,-2671.01,2023-12-31,6,Dec
FY24,Media Support Services,Academic Technology,a/o 1/31/24,Services/Leases,Other,0,0,2805.03,-2805.03,2024-01-31,7,Jan
FY24,Media Support Services,Academic Technology,a/o 2/29/24,Services/Leases,Other,0,0,2939.05,-2939.05,2024-02-29,8,Feb
FY24,Media Support Services,Academic Technology,a/o 3/31/24,Services/Leases,Other,0,0,3073.07,-3073.07,2024-03-31,9,Mar
FY24,Media Support Services,Academic Technology,a/o 4/30/24,Services/Leases,Other,0,0,3207.09,-3207.09,2024-04-30,10,Apr
FY24,Media Support Services,Academic Technology,a/o 5/31/24,Services/Leases,Other,0,0,3341.11,-3341.11,2024-05-31,11,May
FY24,Media Support Services,Academic Technology,a/o 6/30/24,Services/Leases,Other,0,0,3475.13,-3475.13,2024-06-30,12,Jun
FY24,Media Support Services,Academic Technology,a/o 10/31/23,Training/Travel,Training & Travel,4025,4025,175,3850,2023-10-31,4,Oct
FY24,Media Support Services,Academic Technology,a/o 11/30/23,Training/Travel,Training & Travel,4025,4025,175,3850,2023-11-30,5,Nov
FY24,Media Support Services,Academic Technology,a/o 12/31/23,Training/Travel,Training & Travel,4025,4025,974,3051,2023-12-31,6,Dec
